"","incidentid","date","statuslabel","status2","state","latitude","longitude","agencytypelabel","agencytype2","sources"
"140",1703804,2020-06-12,"Fatal",1,"Mississippi",31.9775,-89.8771,"Sheriff",2,"https://www.nytimes.com/aponline/2020/06/12/us/ap-us-deputy-killed-mississippi.html ,https://www.wjtv.com/news/breaking-deputy-killed-in-simpson-county-shooting-suspect-on-the-run/ ,https://www.wlox.com/2020/06/12/deputy-shot-killed-simpson-county-manhunt-underway/ ,https://www.wapt.com/article/deputy-shot-in-simpson-county-search-on-for-escaped-inmate/32854749"
"141",1704082,2020-06-12,"Nonfatal",2,"Indiana",40.7663,-87.124,"State",3,"https://www.nwitimes.com/news/local/update-shootout-on-i-65-in-crown-point-ends-in-cop-down-suspect-dead-police/article_74047ac0-f91b-5839-b03b-b6d596dc70a2.html#tracking-source=home-top-story-1"
"142",1704922,2020-06-14,"Nonfatal",2,"Maryland",39.3018,-76.6538,"Local",1,"https://www.baltimoresun.com/news/crime/bs-md-cr-bpd-officer-shot-20200614-2fov5c23rff2vocpndqwrilmdq-story.html ,https://baltimore.cbslocal.com/2020/06/14/baltimore-officer-injured-in-police-involved-shooting/ ,https://www.baltimoresun.com/news/crime/bs-md-ci-cr-christopher-earl-attempted-murder-20200615-ckbf7p4pybbn7ozeaqfgk6smf4-story.html"
"143",1705632,2020-06-15,"Nonfatal",2,"Texas",31.8667,-106.448,"Local",1,"https://www.elpasotimes.com/story/news/crime/2020/06/15/el-paso-police-officer-shot-during-call-northeast-el-paso/3189831001/ ,https://kvia.com/news/crime/2020/06/15/el-paso-police-officer-shot-wounded-responding-to-call/"
"144",1705698,2020-06-15,"Nonfatal",2,"Minnesota",45.5493,-94.1616,"Local",1,"https://www.kare11.com/article/news/crime/st-cloud-officer-shot/89-28606665-f9ba-4a8d-8221-0a908aaffc8d ,https://kstp.com/news/officer-shot-in-hand-18-year-old-laceration-injury-st-cloud-protesters-police-station/5759949/ ,https://www.kare11.com/article/news/crime/18-year-old-charge-in-shooting-st-cloud-officers-hand/89-78ba325c-8b1e-4318-a201-82087528e811,https://www.kare11.com/article/news/crime/18-year-old-charge-in-shooting-st-cloud-officers-hand/89-78ba325c-8b1e-4318-a201-82087528e811"
"145",1706686,2020-06-14,"Nonfatal",2,"Illinois",41.8037,-87.6171,"Local",1,"https://chicago.suntimes.com/crime/2020/6/15/21292374/police-involved-shooting-reported-bronzeville ,https://abc7chicago.com/chicago-police-officer-hit-by-gunfire-in-bronzeville/6249380/ ,https://chicago.suntimes.com/crime/2020/6/17/21294131/steven-mcgee-charged-police-shooting-bronzeville-jacari-mcnutt-garrett"
"146",1713850,2020-06-22,"Nonfatal",2,"Texas",32.6457,-97.4171,"Local",1,"https://www.nbcdfw.com/news/local/watauga-police-officer-shot-in-arm-after-chase-with-stolen-vehicle/2393675/ ,https://www.star-telegram.com/news/local/crime/article243731907.html ,https://www.wfaa.com/article/news/crime/watauga-police-officer-shot-in-arm-chief-says/287-c3852c94-97a5-4e11-8f2e-353e1ef8601d ,https://www.star-telegram.com/news/local/crime/article243812212.html"
"147",1716755,2020-06-25,"Nonfatal",2,"Georgia",33.8997,-84.4443,"Local",1,"https://www.11alive.com/article/news/crime/carjacking-leads-to-shots-fired-search-for-suspect-in-cobb-county/85-6a20ce81-4e1e-4146-80c4-cc03702056be ,https://www.ajc.com/news/crime--law/breaking-police-searching-for-armed-carjacking-suspect-cobb-county/hopLF9wDahwNRymWC4kJnN/"
"148",1717177,2020-06-25,"Nonfatal",2,"Florida",28.0611,-81.7763,"Local",1,"https://www.wfla.com/news/polk-county/suspect-dead-officer-injured-in-auburndale-shootout/ ,https://www.abcactionnews.com/news/region-polk/man-dead-police-officer-shot-in-ankle-during-traffic-stop-in-auburndale"
"149",1717939,2020-06-26,"Nonfatal",2,"Oklahoma",35.4805,-97.5792,"Local",1,"https://kfor.com/news/local/police-still-working-standoff-in-nw-okc/ ,https://ktul.com/news/local/man-arrested-after-standoff-that-leads-to-one-death-one-officer-hit"
"150",1718829,2020-06-27,"Nonfatal",2,"Tennessee",35.944,-84.8704,"Sheriff",2,"https://www.wate.com/news/cumberland-county-sheriffs-office-is-investigating-an-officer-involved-shooting-suspect-barricaded/ ,https://www.wbir.com/article/news/crime/cumberland-county-sheriffs-office-investigating-officer-involved-shooting/51-f0e31407-2aab-418a-bf7b-7a0c9f0c8c8e ,https://www.wsmv.com/news/one-dead-after-an-officer-involved-shooting-in-cumberland-county/article_3ec62968-b8ec-11ea-a776-67502e20a1b7.html ,http://1057news.com/2020/06/27/20/06/10/breaking-news-cumberland-county-deputy-shot-on-chesnut-hill-road/ ,https://www.wvlt.tv/2020/06/28/cumberland-co-sheriffs-office-tbi-on-the-scene-of-officer-involved-shooting/"
"151",1719708,2020-06-29,"Fatal",1,"Oklahoma",36.1329,-95.8776,"Local",1,"http://www.newson6.com/story/5ef9b90e51144d0c0e2efbb2/tulsa-police:-2-officers-shot-after-traffic-stop-turns-into-shooting ,https://www.tulsaworld.com/news/local/manhunt-underway-after-tulsa-police-officers-shot-during-traffic-stop/article_4e65dbe9-da92-5203-b81c-a335ff0944b2.html ,https://www.kwch.com/content/news/2-Tulsa-police-officers-shot-suspect-in-custody-571548671.html ,https://tulsaworld.com/news/local/crime-and-courts/man-accused-of-trading-gun-used-in-shooting-of-sgt-johnson-for-heroin/article_c44906da-f79b-11ea-b1b0-efddee80a967.html ,https://www.newson6.com/story/5fa9b7a2a01d210c396c57d6/tulsa-man-charged-with-supplying-gun-used-in-police-officer-death-pleads-guilty"
"152",1719708,2020-06-29,"Nonfatal",2,"Oklahoma",36.1329,-95.8776,"Local",1,"http://www.newson6.com/story/5ef9b90e51144d0c0e2efbb2/tulsa-police:-2-officers-shot-after-traffic-stop-turns-into-shooting,https://www.tulsaworld.com/news/local/manhunt-underway-after-tulsa-police-officers-shot-during-traffic-stop/article_4e65dbe9-da92-5203-b81c-a335ff0944b2.html,https://www.kwch.com/content/news/2-Tulsa-police-officers-shot-suspect-in-custody-571548671.html,https://tulsaworld.com/news/local/crime-and-courts/man-accused-of-trading-gun-used-in-shooting-of-sgt-johnson-for-heroin/article_c44906da-f79b-11ea-b1b0-efddee80a967.html,https://www.newson6.com/story/5fa9b7a2a01d210c396c57d6/tulsa-man-charged-with-supplying-gun-used-in-police-officer-death-pleads-guilty"
"153",1723067,2020-07-02,"Nonfatal",2,"Missouri",39.1052,-94.5191,"Local",1,"https://www.kmbc.com/article/kansas-city-missouri-highway-patrol-respond-to-officer-involved-shooting-independence-avenue-hardesty-avenue/33084047,https://fox4kc.com/news/man-charged-with-shooting-kcpd-officer-bus-driver-over-alleged-stolen-wallet/"
"154",1723097,2020-07-02,"Nonfatal",2,"Missouri",39.0692,-94.52,"Local",1,"https://fox4kc.com/news/kansas-city-police-report-officer-involved-shooting-near-31st-and-van-brunt/,https://patch.com/missouri/kansas-city-mo/two-officers-shot-one-critically-wounded-separate-incidents-kansas-city-july"
"155",1724283,2020-07-04,"Fatal",1,"Ohio",41.7194,-83.5676,"Local",1,"https://www.toledoblade.com/local/2020/07/04/toledo-police-officer-killed-in-shooting-july-fourth/stories/20200704075 ,https://www.toledoblade.com/local/2020/07/04/toledo-police-officer-killed-in-shooting-july-fourth/stories/20200704075"
"156",1726980,2020-07-06,"Nonfatal",2,"Florida",27.2677,-80.3006,"Local",1,"https://www.palmbeachpost.com/news/20200706/three-dead-officer-injured-after-port-st-lucie-neighborhood-dispute-leads-to-shooting ,https://cbs12.com/news/local/police-continue-to-investigate-shooting-that-left-girl-2-others-dead ,https://www.tcpalm.com/story/news/crime/st-lucie-county/2020/07/22/more-details-released-shooting-incident-left-three-dead/5485553002/"
"157",1727711,2020-07-06,"Nonfatal",2,"Texas",29.9689,-95.4323,"Sheriff",2,"https://abc13.com/deputy-shot-suspect-found-dead-after-shooting/6304045/ ,https://abc13.com/man-who-was-shot-by-deputies-was-in-argument-with-brother/6304948/ ,https://www.chron.com/news/houston-texas/houston/article/Deputy-shot-suspect-dead-in-north-Harris-County-15390676.php"
"158",1728660,2020-07-07,"Nonfatal",2,"Virginia",36.9218,-81.0375,"Sheriff",2,"https://www.wric.com/news/virginia-news/three-injured-in-virginia-shooting-including-two-deputies-authorities-say/,https://www.wvnstv.com/top-stories/update-three-injured-in-wythe-county-shooting-including-two-deputies-authorities-say/,https://wvva.com/2020/07/09/vsp-one-man-in-custody-facing-multiple-charges-for-shooting-in-wythe-county-tuesday-night/,https://www.wsls.com/news/local/2020/11/09/former-officer-charged-with-shooting-at-wythe-county-deputies-to-undergo-evaluation/"
"159",1728660,2020-07-07,"Nonfatal",2,"Virginia",36.9218,-81.0375,"Sheriff",2,"https://www.wric.com/news/virginia-news/three-injured-in-virginia-shooting-including-two-deputies-authorities-say/ ,https://www.wvnstv.com/top-stories/update-three-injured-in-wythe-county-shooting-including-two-deputies-authorities-say/ ,https://wvva.com/2020/07/09/vsp-one-man-in-custody-facing-multiple-charges-for-shooting-in-wythe-county-tuesday-night/,https://www.wsls.com/news/local/2020/11/09/former-officer-charged-with-shooting-at-wythe-county-deputies-to-undergo-evaluation/"
"160",1729711,2020-07-09,"Nonfatal",2,"Mississippi",31.7909,-89.0414,"Sheriff",2,"https://www.hattiesburgamerican.com/story/news/crime/2020/07/09/sandersville-police-officer-shot-suspect-custody/5405334002/"
"161",1730437,2020-07-09,"Nonfatal",2,"California",37.9688,-121.668,"Sheriff",2,"https://hickoryrecord.com/news/national/3-deputies-shot-suspect-dead-in-california-shooting/article_03ab71d6-4d8a-5399-b1ef-abeef7e90990.html ,https://sanfrancisco.cbslocal.com/2020/07/09/contra-costa-county-sheriff-deputies-shot-suspect-killed/ ,https://www.mercurynews.com/2020/07/10/authorities-identify-man-killed-in-knightsen-police-shooting/"
"162",1730437,2020-07-09,"Nonfatal",2,"California",37.9688,-121.668,"Sheriff",2,"https://hickoryrecord.com/news/national/3-deputies-shot-suspect-dead-in-california-shooting/article_03ab71d6-4d8a-5399-b1ef-abeef7e90990.html,https://sanfrancisco.cbslocal.com/2020/07/09/contra-costa-county-sheriff-deputies-shot-suspect-killed/,https://www.mercurynews.com/2020/07/10/authorities-identify-man-killed-in-knightsen-police-shooting/"
"163",1730437,2020-07-09,"Nonfatal",2,"California",37.9688,-121.668,"Sheriff",2,"https://hickoryrecord.com/news/national/3-deputies-shot-suspect-dead-in-california-shooting/article_03ab71d6-4d8a-5399-b1ef-abeef7e90990.html,https://sanfrancisco.cbslocal.com/2020/07/09/contra-costa-county-sheriff-deputies-shot-suspect-killed/,https://www.mercurynews.com/2020/07/10/authorities-identify-man-killed-in-knightsen-police-shooting/"
"164",1730461,2020-07-10,"Nonfatal",2,"Ohio",39.9296,-82.9247,"Local",1,"https://www.10tv.com/article/news/local/shooting-at-moments-bar-in-columbus/530-35ac8838-0ec5-437d-b20d-60641abd388e ,https://www.dispatch.com/news/20200711/columbus-police-officer-shot-outside-southeast-side-bar-identified"
"165",1730575,2020-07-09,"Nonfatal",2,"Texas",33.6526,-95.5468,"Local",1,"https://www.wfaa.com/article/news/local/parker-county-shooting-texas-july-9-2020/287-670d603f-7611-41ea-bddb-8f7432e7d9bc ,https://www.nbcdfw.com/news/local/sheriffs-deputy-hospitalized-after-parker-county-shooting/2404029/ ,https://www.chron.com/news/article/Police-Gunman-shoots-2-officers-in-Texas-1-hit-15398681.php ,https://www.wfaa.com/article/news/crime/man-shot-teen-sister-and-2-officers-during-standoff-in-parker-county-police-say/287-ed95241e-77e0-4709-86bf-c86e8199e7fe"
"166",1730575,2020-07-09,"Nonfatal",2,"Texas",33.6526,-95.5468,"Sheriff",2,"https://www.wfaa.com/article/news/local/parker-county-shooting-texas-july-9-2020/287-670d603f-7611-41ea-bddb-8f7432e7d9bc,https://www.nbcdfw.com/news/local/sheriffs-deputy-hospitalized-after-parker-county-shooting/2404029/,https://www.chron.com/news/article/Police-Gunman-shoots-2-officers-in-Texas-1-hit-15398681.php,https://www.wfaa.com/article/news/crime/man-shot-teen-sister-and-2-officers-during-standoff-in-parker-county-police-say/287-ed95241e-77e0-4709-86bf-c86e8199e7fe"
"167",1731828,2020-07-11,"Fatal",1,"Texas",26.1617,-98.267,"Local",1,"https://www.valleycentral.com/news/local-news/two-officers-shot-in-mcallen-transported-to-hospital/ ,https://www.themonitor.com/2020/07/11/two-mcallen-police-officers-suspect-shot/ ,https://www.valleycentral.com/news/local-news/two-officers-shot-in-mcallen-transported-to-hospital/"
"168",1731828,2020-07-11,"Fatal",1,"Texas",26.1617,-98.267,"Local",1,"https://www.valleycentral.com/news/local-news/two-officers-shot-in-mcallen-transported-to-hospital/,https://www.themonitor.com/2020/07/11/two-mcallen-police-officers-suspect-shot/,https://www.valleycentral.com/news/local-news/two-officers-shot-in-mcallen-transported-to-hospital/"
"169",1733545,2020-07-13,"Nonfatal",2,"Idaho",43.7211,-116.458,"Sheriff",2,"https://kutv.com/news/nation-world/man-on-the-run-who-shot-at-ada-county-sheriff-deputy ,https://www.ktvb.com/article/news/crime/21-year-old-emmett-man-arrested-after-shooting-an-eagle-police-officer-twice/277-9c54c3fe-f599-4901-91e8-c7ac9514527f ,https://www.ktvb.com/article/news/crime/eagle-police-officer-shot-twice-released-boise-hospital-brandon-austin/277-1c33e6c3-360d-418e-90ce-f45df762a1c1"
"170",1734128,2020-07-13,"Nonfatal",2,"Washington",47.7584,-122.207,"Local",1,"https://komonews.com/news/local/two-bothell-officers-shot-after-pursuit,https://www.kiro7.com/news/local/two-officers-shot-after-pursuit-bothell/SNY3KNTFLFALJBJWNM2ZE65RTE/,https://katu.com/news/local/two-bothell-officers-shot-after-pursuit,https://www.thenewstribune.com/news/local/crime/article244204452.html,https://www.kiro7.com/news/local/bothell-officer-killed-shooting-after-chase-suspect-arrested/SNY3KNTFLFALJBJWNM2ZE65RTE/,https://abcnews.go.com/US/washington-cop-accidentally-shot-killed-training-officer-traffic/story?id=71854138"
"171",1737664,2020-07-17,"Nonfatal",2,"Oregon",44.9291,-123.023,"Local",1,"https://katu.com/news/local/salem-officer-shot-injured-suspect-at-large ,https://nbc16.com/news/local/salem-officer-shot-injured-suspect-at-large"
"172",1738812,2020-07-17,"Nonfatal",2,"California",36.2259,-119.331,"Local",1,"https://abc30.com/tulare-police-investigating-officer-involved-shooting/6323023/"
"173",1739258,2020-07-18,"Nonfatal",2,"Kansas",37.8073,-100.341,"Sheriff",2,"https://www.kwch.com/2020/07/18/gray-county-officer-stable-after-being-shot-overnight/ ,https://www.leavenworthtimes.com/news/20200718/standoff-in-progress-at-cimarron-after-gray-county-sheriffrsquos-deputy-shot/1 ,https://www.kansascity.com/news/state/kansas/article244326687.html"
"174",1740109,2020-07-20,"Nonfatal",2,"Ohio",41.5038,-81.6321,"Local",1,"https://www.cleveland.com/metro/2020/07/cleveland-police-officer-shot-injured-in-citys-fairfax-neighborhood-sources-say.html ,https://fox8.com/news/cleveland-officer-suffered-multiple-gunshot-wounds-during-early-morning-incident/ ,https://fox8.com/news/i-team-sources-confirm-cleveland-police-officer-shot-in-arm-in-stable-condition/ ,https://www.news5cleveland.com/news/local-news/cleveland-metro/cleveland-officer-shot-during-3-hour-standoff-will-be-released-from-the-hospital ,https://www.cleveland19.com/2020/07/22/man-accused-shooting-cleveland-officer-monday-morning-standoff-arrested/"
"175",1741253,2020-07-21,"Nonfatal",2,"Ohio",40.0195,-82.9938,"Sheriff",2,"https://www.dispatch.com/news/20200721/barricade-situation-ongoing-after-2-deputies-shot?rssfeed=true&utm_campaign=snd-autopilot,https://wtov9.com/news/local/2-swat-officers-shot-in-north-columbus-suspect-barricaded-in-home,https://dayton247now.com/news/local/north-columbus-police-shooting-july-21-2020,https://www.dispatch.com/news/20200721/woman-accused-of-shooting-deputies-arrested-after-7-hour-standoff,https://www.dispatch.com/news/20200722/deputies-wounded-in-north-linden-shooting-identified"
"176",1741253,2020-07-21,"Nonfatal",2,"Ohio",40.0195,-82.9938,"Sheriff",2,"https://www.dispatch.com/news/20200721/barricade-situation-ongoing-after-2-deputies-shot?rssfeed=true&utm_campaign=snd-autopilot ,https://wtov9.com/news/local/2-swat-officers-shot-in-north-columbus-suspect-barricaded-in-home ,https://dayton247now.com/news/local/north-columbus-police-shooting-july-21-2020 ,https://www.dispatch.com/news/20200721/woman-accused-of-shooting-deputies-arrested-after-7-hour-standoff ,https://www.dispatch.com/news/20200722/deputies-wounded-in-north-linden-shooting-identified"
"177",1744532,2020-07-22,"Nonfatal",2,"Georgia",31.0461,-83.0137,"Sheriff",2,"https://www.ajc.com/news/man-accused-of-shooting-homeowner-south-georgia-deputy-was-wanted-in-tampa-homicide/4RFUP7RRINCBBOQSCM7B4FME6I/"
"178",1746697,2020-07-26,"Nonfatal",2,"Missouri",38.642,-90.1943,"Local",1,"https://www.kmov.com/news/suspect-shot-at-4-officers-wounded-1-with-sawed-off-shotgun-near-downtown-st-louis/article_bcb86b9a-cf69-11ea-aacc-3fe2c1f05f20.html"
"179",1747924,2020-07-27,"Nonfatal",2,"Colorado",39.7824,-104.765,"Local",1,"https://www.kktv.com/2020/07/28/2-colorado-police-officers-shot-investigation-underway-in-denver/ ,https://www.9news.com/article/news/crime/green-valley-ranch-shooting/73-4331f2f4-e139-4a8c-af38-2ec92809dd74 ,https://www.9news.com/article/news/crime/aurora-officers-shot-charges/73-b0a1f828-5ece-4e45-9cc8-f9f66051e715"
"180",1747924,2020-07-27,"Nonfatal",2,"Colorado",39.7824,-104.765,"Local",1,"https://www.kktv.com/2020/07/28/2-colorado-police-officers-shot-investigation-underway-in-denver/,https://www.9news.com/article/news/crime/green-valley-ranch-shooting/73-4331f2f4-e139-4a8c-af38-2ec92809dd74,https://www.9news.com/article/news/crime/aurora-officers-shot-charges/73-b0a1f828-5ece-4e45-9cc8-f9f66051e715"
"181",1748160,2020-07-28,"Nonfatal",2,"North Carolina",35.5362,-82.8138,"Sheriff",2,"https://www.wral.com/deputy-shot-suspect-killed-in-haywood-county/19208153/ ,https://wlos.com/news/local/asheville-highway-haywood-county-sheriffs-office-shooting ,https://www.foxcarolina.com/news/sheriffs-office-deputy-shot-suspect-killed-in-officer-involved-shooting-in-haywood-county/article_f1c8ce4e-d0c0-11ea-88ef-27960a52d2eb.html"
"182",1748261,2020-07-28,"Nonfatal",2,"Florida",30.1907,-82.6203,"Local",1,"https://mycbs4.com/news/local/lake-city-police-officer-shot-while-conducting-a-wellbeing-check ,https://www.wcjb.com/2020/07/28/lake-city-police-officer-shot-while-investigating-early-morning-shooting/ ,https://www.firstcoastnews.com/article/news/crime/lake-city-officer-hit-by-gunfire-while-performing-wellbeing-check-expected-to-be-ok/77-07535de1-9b2d-4e55-9f55-91f71b7e3577 ,https://www.wcjb.com/2020/07/28/lcpd-release-bodycam-footage-of-officer-shot-during-early-morning-shooting-investigation/"
"183",1750275,2020-07-30,"Nonfatal",2,"Illinois",41.9179,-87.7649,"Local",1,"https://chicago.suntimes.com/crime/2020/7/30/21348032/chicago-cpd-police-cop-shot-belmont-cragin-grand-25th-district ,https://www.wandtv.com/news/5-chicago-officers-rushed-to-the-hospital-after-shooting-outside-police-precinct/article_996c7de6-d277-11ea-aeea-b30704aa7f4f.html ,https://www.nbcchicago.com/news/local/man-charged-after-shootout-at-chicago-police-station-left-multiple-officers-wounded/2314763/"
"184",1750275,2020-07-30,"Nonfatal",2,"Illinois",41.9179,-87.7649,"Local",1,"https://chicago.suntimes.com/crime/2020/7/30/21348032/chicago-cpd-police-cop-shot-belmont-cragin-grand-25th-district,https://www.wandtv.com/news/5-chicago-officers-rushed-to-the-hospital-after-shooting-outside-police-precinct/article_996c7de6-d277-11ea-aeea-b30704aa7f4f.html,https://www.nbcchicago.com/news/local/man-charged-after-shootout-at-chicago-police-station-left-multiple-officers-wounded/2314763/"
"185",1750275,2020-07-30,"Nonfatal",2,"Illinois",41.9179,-87.7649,"Local",1,"https://chicago.suntimes.com/crime/2020/7/30/21348032/chicago-cpd-police-cop-shot-belmont-cragin-grand-25th-district,https://www.wandtv.com/news/5-chicago-officers-rushed-to-the-hospital-after-shooting-outside-police-precinct/article_996c7de6-d277-11ea-aeea-b30704aa7f4f.html,https://www.nbcchicago.com/news/local/man-charged-after-shootout-at-chicago-police-station-left-multiple-officers-wounded/2314763/"
"186",1750611,2020-07-30,"Nonfatal",2,"Florida",27.9516,-82.525,"Local",1,"https://www.abcactionnews.com/news/region-hillsborough/police-officer-taken-to-the-hospital-after-being-shot-in-tampa-gunman-in-custody ,https://www.winknews.com/2020/07/31/officer-injured-2-others-wounded-in-tampa-shooting-spree/ ,https://www.wfla.com/news/hillsborough-county/man-in-custody-after-shooting-tampa-police-officer/ ,https://www.wfla.com/news/hillsborough-county/victims-witnesses-families-recount-traumatic-hillsborough-co-shooting-spree/,https://www.wfla.com/news/local-news/tampa-shooting-rampage-still-struggles-to-understand-why-it-happened/"
"187",1752518,2020-08-01,"Nonfatal",2,"Florida",25.5584,-80.4582,"Local",1,"https://wsvn.com/news/local/fugitive-dead-officer-shot-in-sw-miami-dade/ ,https://wlos.com/news/local/fugitive-involved-in-henderson-county-standoff-shot-dead-in-florida"
"188",1753653,2020-08-02,"Nonfatal",2,"Utah",40.6119,-111.951,"Local",1,"https://www.abc4.com/news/local-news/officer-possibly-injured-during-shooting-inwest-jordan/ ,https://www.deseret.com/utah/2020/8/2/21352201/1-dead-west-jordan-officer-injured-in-exchange-of-gunfire ,https://www.abc4.com/news/local-news/doorbell-camera-captures-deadly-west-jordan-shooting/ ,https://www.ksl.com/article/50002663/police-identify-17-year-old-killed-in-west-jordan-shooting-that-also-injured-officer ,https://kutv.com/news/local/salt-lake-county-da-walks-through-findings-of-officer-involved-shooting-that-killed-teen ,https://www.fox13now.com/news/local-news/west-jordan-officer-cleared-in-fatal-august-2-shooting"
"189",1755778,2020-08-05,"Nonfatal",2,"Illinois",41.8642,-87.7179,"Local",1,"https://twitter.com/Chicago_Scanner/status/1290933941684379648 ,https://www.chicagotribune.com/news/breaking/ct-officer-shot-20200805-b3pqri3yanh37jbwueudwuemky-story.html ,https://chicago.suntimes.com/crime/2020/8/6/21357323/anthony-marks-charge-attempted-murder-shooting-chicago-police-officer-lawndale"
"190",1758372,2020-08-08,"Nonfatal",2,"Wisconsin",42.5943,-87.8232,"Local",1,"https://journaltimes.com/news/local/crime-and-courts/kenosha-police-officer-shot-overnight-on-sheridan-road/article_ab5365fe-2917-534d-81ce-b8fc01bbc45d.html ,https://www.fox6now.com/news/kenosha-police-officer-shot-following-incident-suspect-sought ,https://www.cbs58.com/news/jonathan-t-massey-29-wanted-for-first-degree-intentional-homicide-after-shooting-kenosha-police-officer ,https://www.fox6now.com/news/jonathan-massey-arrested-in-gary-in-wanted-for-shooting-of-kenosha-police-officer ,https://www.nwitimes.com/news/man-wanted-in-shooting-of-wisconsin-police-officer-arrested-in-northwest-indiana/article_124412b8-7362-5f57-b4d3-668b40a995bf.html,https://www.fox6now.com/news/state-officials-id-kenosha-police-officer-shot-wounded-in-aug-8-incident"
"191",1759749,2020-08-08,"Nonfatal",2,"Georgia",33.1088,-84.1887,"Sheriff",2,"https://www.wsbtv.com/news/local/lamar-county-deputy-shot-line-duty-suspect-custody-sheriffs-office-says/6ID75AFIHZEW5FHDJKEWKTNJRY/"
"192",1759786,2020-08-09,"Nonfatal",2,"South Carolina",34.0353,-81.1237,"Sheriff",2,"https://www.wistv.com/2020/08/09/lcsd-two-deputies-injured-shooting-woodland-village-apt/,https://www.wistv.com/2020/08/09/suspect-accused-shooting-lexington-co-deputies-identified/"
"193",1759786,2020-08-09,"Nonfatal",2,"South Carolina",34.0353,-81.1237,"Sheriff",2,"https://www.wistv.com/2020/08/09/lcsd-two-deputies-injured-shooting-woodland-village-apt/ ,https://www.wistv.com/2020/08/09/suspect-accused-shooting-lexington-co-deputies-identified/"
"194",1766001,2020-08-16,"Nonfatal",2,"Texas",30.5337,-97.8497,"Local",1,"https://twitter.com/CedarParkPD/status/1295110297900986370,https://twitter.com/CedarParkPD/status/1295122759199215616,https://www.kvue.com/article/news/local/bagdad-road-cedar-park-officer-involved-shooting/269-a47eed0e-b945-4fd9-9318-87424c2e919a,https://abc13.com/3-hostages-being-held-at-austin-area-shooting-scene/6373231/,https://www.star-telegram.com/news/local/crime/article245008300.html,https://www.cedarparktexas.gov/Home/Components/News/News/1436/3345?backlist=%2fdepartments%2fpolice-department,https://www.kxan.com/news/local/williamson-county/cedar-park-residents-asked-to-avoid-area-of-bagdad-road-due-to-police-presence/"
"195",1766001,2020-08-16,"Nonfatal",2,"Texas",30.5337,-97.8497,"Local",1,"https://twitter.com/CedarParkPD/status/1295110297900986370,https://twitter.com/CedarParkPD/status/1295122759199215616,https://www.kvue.com/article/news/local/bagdad-road-cedar-park-officer-involved-shooting/269-a47eed0e-b945-4fd9-9318-87424c2e919a,https://abc13.com/3-hostages-being-held-at-austin-area-shooting-scene/6373231/,https://www.star-telegram.com/news/local/crime/article245008300.html,https://www.cedarparktexas.gov/Home/Components/News/News/1436/3345?backlist=%2fdepartments%2fpolice-department,https://www.kxan.com/news/local/williamson-county/cedar-park-residents-asked-to-avoid-area-of-bagdad-road-due-to-police-presence/"
"196",1766001,2020-08-16,"Nonfatal",2,"Texas",30.5337,-97.8497,"Local",1,"https://twitter.com/CedarParkPD/status/1295110297900986370 ,https://twitter.com/CedarParkPD/status/1295122759199215616 ,https://www.kvue.com/article/news/local/bagdad-road-cedar-park-officer-involved-shooting/269-a47eed0e-b945-4fd9-9318-87424c2e919a ,https://abc13.com/3-hostages-being-held-at-austin-area-shooting-scene/6373231/ ,https://www.star-telegram.com/news/local/crime/article245008300.html ,https://www.cedarparktexas.gov/Home/Components/News/News/1436/3345?backlist=%2fdepartments%2fpolice-department ,https://www.kxan.com/news/local/williamson-county/cedar-park-residents-asked-to-avoid-area-of-bagdad-road-due-to-police-presence/"
"197",1766205,2020-08-16,"Nonfatal",2,"Louisiana",31.9531,-93.8762,"Sheriff",2,"https://www.brproud.com/news/deputy-shot-during-officer-involved-shooting-in-louisiana-suspect-in-custody/ ,https://www.ktbs.com/news/desoto-sheriffs-deputy-shot-man-in-custody/article_fb7e107e-dfd5-11ea-a8c7-23de9e823726.html"
"198",1766418,2020-08-14,"Nonfatal",2,"North Dakota",48.4122,-97.4106,"Local",1,"https://www.kfyrtv.com/2020/08/16/two-injured-in-officer-involved-shooting-in-grafton/ ,https://www.kvrr.com/2020/08/15/two-including-one-police-officer-injured-in-grafton-shooting/ ,https://www.kvrr.com/2020/08/26/a-man-accused-of-shooting-a-grafton-police-officer-faces-federal-charges/"
"199",1770834,2020-08-19,"Nonfatal",2,"Texas",29.8337,-98.4603,"Sheriff",2,"https://www.mysanantonio.com/news/local/article/Comal-County-deputy-shot-on-duty-airlifted-to-15499301.php ,https://www.facebook.com/COMALCOUNTYSO/posts/3523159337696940 ,https://news4sanantonio.com/news/local/man-arrested-for-allegedly-shooting-comal-county-deputy ,https://www.kens5.com/article/news/community/hill-country-reporter/comal-county-deputy-loses-arm-11-days-after-being-shot-while-on-duty/273-ec7f3c11-373a-44db-85f5-a24846749423"
"200",1772168,2020-08-22,"Nonfatal",2,"California",38.5762,-121.316,"Sheriff",2,"https://sacramento.cbslocal.com/2020/08/22/authorities-investigate-officer-involved-shooting-in-rancho-cordova/ ,https://sacramento.cbslocal.com/2020/08/22/authorities-investigate-officer-involved-shooting-in-rancho-cordova/ ,https://www.sacbee.com/news/local/crime/article245257335.html"
